m/z	retention_time	p-value	t-score	custom_id
88.07605	19.978	1	-0.2015391036	P1375
651.53477	15.425	0	1.290551703516667	P1376
891.6836	22.631	1	-0.10017591975000005	P1378
774.60009	22.948	1	0.26125031300000007	P1379
519.44055	16.726	1	-0.6705522909166666	P1380
800.61514	20.996	1	0.3112069345166667	P1381
889.80315	24.193	1	0.4156039706	P1382
1629.20398	19.169	1	-1.0199313227833335	P1384
621.48789	16.108	1	-0.9639482621166664	P1385
899.70982	22.515	1	-0.8862373632666667	P1387
468.30914	9.099	1	-0.1824057680166667	P1389
387.28924	16.068	1	-0.5926896510833333	P1390
784.48457	16.11	1	-1.2154827143666669	P1391
364.25278	13.239	1	0.3289079713333333	P1393
620.39174	11.788	1	-0.9032899140333335	P1395
781.53836	16.194	1	-0.5187187007833334	P1396
592.46158	11.955	1	-0.3873575934833333	P1398
755.56199	13.383	1	-0.04665284498333329	P1399
219.32732	23.946	1	-0.9468287322000002	P1400
854.57735	15.342	0	1.2617606594000002	P1402
753.50694	15.346	1	-0.7083711516	P1403
551.50332	16.315	1	0.06919243773333328	P1404
808.61963	21.028	1	-1.1495099146999999	P1405
680.47996	23.359	1	-0.5943280673333334	P1406
1603.14711	18.221	1	1.1608977602000001	P1407
1664.16291	18.019	1	0.7935720040333334	P1408
1597.19488	20.735	1	0.7244341826	P1409
343.28589	16.648	1	-0.8583114045000001	P1413
938.81579	23.489	1	-0.33594518244999994	P1414
82.05283	23.717	1	-0.48863860415	P1415
1574.43381	26.576	1	0.80932174145	P1416
848.57935	17.355	1	-0.9810835552166666	P1418
745.50185	15.252	1	0.37301191094999997	P1419
721.5021	15.317	1	0.5902443377666667	P1421
594.37736	11.359	1	-0.8394077559000002	P1423
846.67008	23.949	0	1.2999713936666666	P1424
835.75008	22.688	1	-0.8031817243999999	P1426
572.525	15.673	1	-0.39966130213333334	P1427
537.16588	18.283	1	-0.5205200037833333	P1428
907.84793	24.884	1	-0.3249206567833334	P1429
836.80659	24.773	1	0.7010279192166666	P1430
620.49282	14.053	1	-0.8005749451666668	P1432
563.50318	18.778	1	-0.49106241360000014	P1434
801.61937	23.386	1	-0.07747117189999998	P1435
1473.91896	16.471	1	0.5205903992333333	P1438
901.72475	22.709	1	-1.0468344196500001	P1440
818.56633	18.853	1	-1.2062562839666664	P1441
865.72563	23.152	1	0.48200106081666666	P1442
589.48252	17.363	1	-0.23917209523333338	P1444
813.35632	11.24	1	0.34294540888333336	P1445
772.07654	19.55	1	0.8364335846833333	P1446
977.83527	23.455	1	-1.0523388665833333	P1447
1647.21206	19.955	1	-0.7646646970833334	P1449
643.2868	8.757	1	-0.7476895586333334	P1450
824.54398	15.309	1	-1.1810781417999998	P1452
617.60578	22.993	1	0.12547936529999998	P1454
831.74259	23.347	1	-1.07894457615	P1455
898.78546	24.37	1	-1.0446542237333334	P1458
1097.49712	11.328	1	0.19455087650000003	P1459
466.32954	11.832	1	-0.81144731495	P1460
504.34421	10.762	1	-0.7104114270500002	P1461
889.76797	22.686	0	-1.7967014933833334	P1462
1593.16531	19.724	1	-0.15933197219999998	P1463
1203.33656	22.971	1	0.7525324694	P1464
286.31129	11.537	1	-0.9551561405000001	P1466
313.2741	16.239	1	-0.5243928522	P1467
271.1523	22.789	1	1.1110060924999998	P1468
1408.20851	19.744	1	0.08778140131666662	P1469
273.2546	5.421	1	0.11329477113333335	P1470
1455.0271	16.94	1	-0.06275534041666668	P1471
118.12271	23.271	1	-0.10958861178333335	P1472
326.37876	12.433	1	0.21258804448333332	P1473
438.29809	10.554	1	-0.6408993572166667	P1475
832.58358	20.939	0	-1.3148913756333334	P1476
534.29568	10.512	1	-0.6600989191666665	P1477
1479.11971	18.556	1	-0.57980485125	P1478
1597.43165	22.756	1	-0.22599110893333335	P1479
1580.18062	19.137	1	0.36412292079999997	P1480
760.4884	15.999	1	-0.132968057	P1481
1573.19031	18.741	1	-0.10269803930000002	P1482
411.36218	15.211	0	-1.5126998421833333	P1486
1499.93463	16.522	1	0.19428939800000006	P1487
893.55929	20.895	1	1.0672208187999999	P1488
226.18048	4.962	1	0.43665233565	P1489
826.55994	17.581	0	1.3275703001333334	P1490
834.71693	21.789	0	-1.6904072121166664	P1492
393.29892	11.873	1	-0.033316889949999914	P1495
802.68778	19.971	1	0.7927441105166666	P1496
1584.10257	17.871	1	0.004349958066666715	P1497
627.535	17.516	0	1.4395566331166667	P1498
1504.06509	16.076	1	-0.9597672717666667	P1500
1560.10156	18.121	1	0.16130210511666662	P1501
594.58194	18.86	1	0.77282879215	P1503
1510.16689	18.672	1	1.1116836115333335	P1504
1636.131	17.751	1	0.27534959838333334	P1505
883.71517	23.676	1	0.9532608826166666	P1507
556.53007	16.246	1	-0.20290524501666662	P1508
1501.41406	25.688	1	-0.5146254033833333	P1509
820.70083	21.099	1	0.08313200236666674	P1510
885.78867	24.019	1	-0.21148301641666664	P1511
927.74066	23.04	1	-0.5807733349166667	P1512
715.57435	16.532	1	-1.1716323742666668	P1513
758.60499	21.225	1	-0.03830729593333333	P1514
1351.37508	24.065	1	1.1627273929333333	P1518
579.53487	24.657	1	-0.020752247633333387	P1519
436.28256	10.141	1	-0.8874589788500001	P1522
440.41029	12.538	1	-0.6163431576499999	P1524
782.49754	15.283	1	1.1789191160833332	P1525
1515.06379	17.304	1	0.2795937511166667	P1526
771.64743	22.181	1	-0.5479751917333333	P1527
606.30812	10.679	1	-0.7268693888833333	P1528
1352.08041	18.517	1	-0.014041239666666552	P1530
605.4542	18.366	1	0.02190851834999996	P1531
921.78829	24.373	1	0.7514818701833332	P1532
519.44046	22.207	1	-1.1931470575666667	P1533
129.13868	23.313	1	0.19545620514999995	P1534
105.11053	20.844	1	-0.5302880628166666	P1535
797.58708	19.571	1	-0.45864389829999996	P1536
1374.06252	18.538	0	1.22000754235	P1537
393.29881	10.869	1	0.4042565763000001	P1539
624.44806	13.524	1	0.06273552650000003	P1540
806.53406	15.422	1	-0.7432304348833333	P1542
772.58362	20.704	1	-0.05526036216666661	P1543
1294.22385	23.145	1	-0.5543159724333333	P1545
1628.08779	16.212	1	0.2092625238166666	P1546
1202.33577	22.973	1	0.8507883610166667	P1548
718.58321	15.253	1	-0.25810817633333333	P1549
1592.1627	19.747	1	-0.5369560467833333	P1550
645.54294	19.976	1	0.19943345848333333	P1551
821.74202	23.726	1	-0.6090705417833333	P1552
137.0459	0.504	1	0.8114911793833335	P1553
146.98033	22.711	1	0.9425550027833332	P1554
639.49836	17.621	1	-0.19026777246666665	P1555
731.54372	19.404	1	0.5399382487333333	P1557
767.62881	19.203	1	0.6040027736666665	P1558
580.43436	14.553	1	-0.9899465293166667	P1560
775.6035	22.982	1	0.29747377893333327	P1561
615.6264	23.102	1	1.1175315435000002	P1562
876.56928	20.69	0	1.8373926989166667	P1563
929.5134	15.023	1	0.0428196527166667	P1564
748.54885	16.521	1	-0.9571821769333333	P1565
1585.10561	17.995	1	-0.4502457904666667	P1566
1294.0678	17.477	0	1.4564049004166666	P1569
687.54323	15.462	1	-0.7218433319666666	P1570
158.15394	24.121	1	0.49873327469999995	P1571
824.61427	21.755	1	0.6038349667666667	P1573
1486.08317	17.877	1	0.6819189049	P1574
201.76889	17.851	1	0.049021678766666674	P1576
493.42501	16.479	1	-0.8459499889333333	P1577
859.7619	23.385	1	-1.1758590268833333	P1578
115.05048	18.996	1	-0.12135821861666662	P1582
911.80423	25.491	0	1.2833228133666665	P1583
537.16588	19.381	1	-0.0739386863166667	P1584
847.29289	21.005	1	0.035184854550000005	P1588
468.30885	10.738	1	-0.47665399244999995	P1589
368.35253	12.366	1	-0.44622780303333326	P1590
1112.97741	17.441	1	-0.14401165108333328	P1591
883.5314	15.247	1	0.5465150461666667	P1592
1624.08245	16.711	1	0.03975179561666668	P1594
793.50173	14.963	1	-1.0367176766166666	P1595
802.59421	17.549	0	1.4437061021166668	P1596
1072.73196	10.793	1	-0.2136793517666666	P1598
142.02653	13.081	1	-1.0575927923666666	P1601
244.19138	4.962	1	0.4166313283833334	P1602
1488.09922	17.982	1	0.9521233490666667	P1606
874.5452	14.575	1	0.09533657949999995	P1607
337.27436	9.536	1	-0.21043586586666674	P1608
827.6353	23.749	1	0.20694313091666666	P1610
798.09201	20.7	0	2.036327501783333	P1611
1610.11726	17.676	1	0.6482181176666666	P1612
808.70215	21.761	0	-1.3082112897333333	P1614
452.27776	9.248	1	0.0868449644333333	P1619
780.55242	20.594	1	-0.7199147664333334	P1622
96.08098	11.614	1	0.5499730695166666	P1624
781.13286	18.074	1	-0.3636236745666667	P1625
783.06763	19.614	1	0.7605372219500001	P1626
721.59349	24.392	1	-0.7301149767833335	P1627
822.63698	22.875	1	-0.5890760088833333	P1628
846.54019	18.328	1	0.05724850488333332	P1629
200.23719	8.083	1	-0.6142535812666667	P1630
1276.35486	23.472	1	0.7395525186999999	P1631
339.28962	11.695	1	-0.6090071525166666	P1632
1620.42024	22.335	1	-0.7782234969999999	P1633
809.08319	20.722	0	1.8421702454166669	P1635
1611.1219	17.708	1	0.16538056676666665	P1636
646.40832	12.262	1	-1.2088382609833332	P1637
490.42541	15.68	1	-0.4511647996999999	P1638
273.16817	19.712	1	0.2602082339833333	P1641
800.61594	24.34	1	1.1841498009166667	P1644
229.14138	16.601	1	0.18729746534999991	P1646
717.55351	15.332	1	-0.8453319007333333	P1648
565.48239	17.638	1	0.3785844052166666	P1649
1604.19746	19.156	1	-0.28116040431666667	P1650
752.60729	19.882	1	0.21958183498333328	P1652
820.6057	17.463	1	0.21317282083333333	P1653
666.61866	22.592	1	-1.0815219070500002	P1655
666.43503	12.038	1	0.8893621470666667	P1657
806.49471	15.498	1	0.8380448986	P1658
559.43305	16.731	1	-0.3062788896166666	P1659
927.77848	25.492	1	1.0826184318166665	P1660
1129.31755	22.447	1	1.0387061066666665	P1661
1548.19215	21.216	1	0.48487188574999995	P1662
603.53456	18.43	0	1.7428667761	P1663
864.76433	22.954	1	-1.1889117054500002	P1665
779.52351	15.521	1	-0.7792024842166665	P1666
839.70988	23.071	1	1.0242493103166666	P1669
1373.05899	18.533	1	0.40981798095	P1670
575.50317	24.043	1	-0.37316985076666664	P1672
748.58431	21.937	1	-0.05706812913333324	P1673
820.58209	20.009	0	1.7769760732166666	P1674
1556.10063	17.773	1	0.3815876393666667	P1675
1557.10726	17.785	1	0.17935399824999998	P1677
1495.05538	17.21	1	-0.11926804391666665	P1678
1609.1972	20.076	1	0.3190493059666666	P1679
839.63542	24.076	1	-0.11911498594999996	P1680
1518.05528	17.112	1	-0.6537893725666666	P1681
1326.27998	23.156	1	0.8862697663833333	P1682
663.45338	17.044	1	0.7385936633	P1683
757.19855	18.478	0	1.4510311940333334	P1684
1652.08952	16.113	1	-0.4155691178166667	P1687
760.5153	15.64	1	0.6379308795	P1690
623.31767	10.315	1	-0.02621994621666666	P1691
510.39253	12.49	1	-0.77053695805	P1692
411.36209	16.371	1	-0.52042815535	P1693
195.76896	18.093	1	-0.9121298904333335	P1694
805.06531	17.852	1	-0.14818045471666672	P1695
856.51325	15.124	1	-0.26129206373333336	P1696
293.17942	10.991	1	0.3653869817833334	P1698
189.76892	18.484	1	0.9272352268666667	P1699
757.55778	20.635	0	1.3971996019666668	P1700
330.27973	9.641	1	-0.72120953915	P1701
836.54212	17.457	1	1.0592343968833333	P1704
1594.40458	22.295	1	-0.6473465552	P1707
480.2784	13.381	1	0.1031631731666667	P1709
453.168	7.215	1	0.88046850085	P1711
367.19468	11.48	1	-0.46174568738333344	P1712
511.30382	9.802	1	-1.0316410842	P1713
1621.1066	17.308	1	0.9015422753166666	P1714
441.25272	11.647	1	-0.7620531089166668	P1715
573.48777	16.362	1	-0.0376095795833334	P1716
1608.19334	19.994	1	0.41402759435	P1717
700.52753	17.633	1	0.8053142028	P1718
388.34197	17.357	1	0.012387227416666716	P1720
740.64022	20.479	1	-0.4735178627166666	P1724
781.59252	19.329	1	0.82999796725	P1727
1574.19407	18.733	1	-0.5112611017166667	P1728
388.3418	23.936	1	-0.4448934997166666	P1729
419.31556	19.373	1	0.08001957571666671	P1730
664.49094	16.667	1	1.0465493688166667	P1731
1555.18824	19.222	1	-0.49873106181666665	P1734
888.80232	24.694	1	0.31017965799999997	P1735
224.10011	3.168	1	0.6427959767666667	P1736
1602.18396	19.145	1	-0.46362074840000006	P1737
184.07327	23.483	1	1.0175349516	P1738
359.25827	15.269	1	-1.2110995838833332	P1739
1491.06126	17.415	1	0.21513935666666661	P1740
841.49992	15.128	1	-1.0794919291166667	P1741
1128.31684	22.447	1	1.0564229750499998	P1742
1628.48128	23.285	1	-0.6127074251833332	P1743
192.13842	16.726	1	-0.41528806321666667	P1744
517.33144	6.705	1	0.31732973434999995	P1745
769.49899	15.565	1	0.5384463631	P1746
759.57273	23.404	1	0.29585451471666663	P1747
606.47726	13.797	1	-0.6476245812999999	P1749
747.57273	20.046	1	0.8558836506166667	P1752
215.12563	16.88	1	0.9780298287333333	P1754
506.36005	11.867	1	-0.5339440600500001	P1755
736.63475	16.893	1	0.35476264158333326	P1757
846.56386	16.554	1	-0.8188507469166666	P1758
613.61071	23.508	1	0.5280680175833333	P1760
196.16445	20.009	1	0.2719699867666667	P1762
756.55308	20.207	1	0.05199385614999996	P1763
1626.13882	17.965	1	-0.5129231465333333	P1764
1454.02395	16.927	1	0.15195037675	P1767
399.34657	23.409	1	0.8236645395333333	P1768
749.54874	20.32	1	-0.8121728671666666	P1769
562.32704	11.921	1	-0.34649514138333337	P1770
873.54819	15.24	1	-0.5229031527	P1771
658.6107	20.138	1	-0.16036372406666663	P1772
373.21155	11.484	1	-0.6385514156500001	P1773
1279.82634	16.662	1	-0.6578492754666667	P1774
677.55925	16.052	1	-1.0886956464666668	P1776
368.42474	23.763	1	-0.11776159511666662	P1777
573.41663	11.96	1	0.27478653411666665	P1779
628.6025	24.237	1	-0.6839288757666666	P1780
1589.21389	19.025	1	-0.19686349598333333	P1783
1537.05334	16.393	1	-0.8745087277666667	P1786
786.52916	14.963	1	-0.3933848875666666	P1787
612.55572	20.49	1	-0.31075388709999996	P1794
508.34064	11.502	1	0.36556358695	P1795
817.55802	17.758	0	1.4839444625833333	P1797
1637.13665	17.75	1	0.09041970208333336	P1798
319.19492	11.496	1	-0.4083353865166667	P1799
469.34218	10.462	1	0.14543033988333331	P1802
617.54999	24.33	1	-0.10050724461666662	P1803
767.59317	16.396	1	-0.62012861935	P1804
313.2741	15.326	1	-0.8551599588666667	P1806
668.54599	15.28	1	-0.58018730835	P1807
681.48355	24.148	1	0.28597149438333336	P1810
254.22318	23.474	1	0.89712204295	P1811
561.48745	22.981	1	-0.5654641574999999	P1812
829.72675	22.915	1	-0.8309118586166667	P1813
865.65137	22.399	1	1.1339685415333332	P1814
558.48624	16.212	1	-1.0671423768833335	P1815
658.53972	17.422	1	-0.3879451392333334	P1816
918.83705	25.472	1	-0.5284808403833332	P1818
341.305	15.526	1	0.7650187803833334	P1820
280.09734	17.208	1	0.3827782010833333	P1821
764.52185	15.262	1	-0.93295445385	P1822
295.1942	11.959	1	0.44689357685	P1823
631.46553	12.289	1	1.1478284526833333	P1824
384.34683	23.051	1	0.2808190993	P1825
785.1532	20.666	0	1.3464713157666668	P1826
1332.08361	17.478	1	-0.30366244048333335	P1827
94.06529	23.593	1	0.33159695664999994	P1828
798.52868	15.201	1	-0.39787153245000006	P1829
100.07591	17.312	1	0.5762406664666666	P1830
578.522	22.638	1	-0.20795730433333343	P1831
124.08243	23.928	1	0.8842883402999999	P1832
1695.07234	15.462	1	-0.43141821969999994	P1833
789.61582	22.401	1	-1.1769643853166667	P1834
743.54393	18.483	1	1.0948153605166666	P1836
601.51904	24.189	1	1.0800585449666666	P1837
919.71421	23.163	1	-0.07485377244999995	P1838
629.5506	24.131	1	0.21056950583333336	P1839
1350.37404	24.057	0	1.54009382455	P1841
1587.08216	16.531	1	0.48435859065000003	P1842
778.56053	16.015	1	-0.25891495889999994	P1843
1528.16939	19.201	1	-0.19658667310000008	P1844
864.78423	23.292	1	-0.6245260036333333	P1845
776.74937	22.111	1	0.3429344130166666	P1846
1605.20248	19.159	1	-0.3443521359500001	P1847
511.28334	12.278	1	-0.6555388241333333	P1848
888.64852	22.015	1	0.8471964605666668	P1849
873.77268	22.474	1	-0.12924700786666662	P1852
485.36052	14.668	1	-0.4454622261833333	P1854
206.19295	23.056	1	0.13746350115000006	P1855
284.29557	10.804	1	-0.7871631747	P1857
493.42477	22.135	0	-1.5128171163166668	P1858
933.544	16.175	1	1.1878141991166669	P1859
937.80157	23.052	1	-1.0495554516833334	P1861
865.65078	23.263	1	-0.5624033164	P1862
1351.07708	18.516	1	-0.4429139894833334	P1863
462.29807	10.492	1	0.02060480626666665	P1864
537.16591	18.927	1	0.08454272873333336	P1865
799.66771	21.029	1	-0.09363496648333336	P1866
229.14152	20.426	1	0.7242462589666667	P1867
1571.18047	20.528	1	0.4349868972666666	P1868
490.46182	15.27	0	-1.2309674679499998	P1869
114.08943	20.767	1	-0.5077867588	P1870
549.48741	16.864	1	0.8538689613833332	P1874
383.33073	15.117	1	-0.17623138534999994	P1875
500.48259	16.213	1	-0.7510097364666667	P1876
1055.29852	21.886	0	1.3771562727833333	P1878
202.18007	23.778	0	1.4021601978666667	P1879
498.28333	9.356	1	0.33207808466666666	P1881
540.23976	9.642	1	-0.6907072375166667	P1883
563.50351	15.989	1	0.9425748916833332	P1886
609.48407	12.285	1	0.8124764486833334	P1887
218.22296	17.155	1	1.0372914625833336	P1890
1551.18885	16.79	1	-0.4804923436166666	P1891
184.16957	23.589	1	0.41324086486666667	P1892
381.33429	24.33	0	1.7104664061500001	P1893
1558.09142	17.611	1	0.43315316255	P1895
888.56353	15.203	1	-0.47186323031666666	P1896
604.49718	14.92	1	-0.32703655481666666	P1897
1575.43361	26.574	1	0.7472008902	P1898
871.57118	15.271	1	-0.3090772974166667	P1900
676.49142	16.326	1	0.96541984515	P1901
393.35542	22.569	0	1.69422211375	P1902
783.57299	23.532	0	-1.2987356248	P1903
686.20148	18.07	1	0.2799164885333333	P1905
1333.08744	17.475	1	-0.47652386203333325	P1906
403.28445	10.932	1	-0.56263583145	P1907
512.41647	9.446	1	-0.36452824660000005	P1910
871.71491	24.015	1	0.5669955296333333	P1911
158.02704	23.483	1	0.95423450405	P1912
269.22706	17.474	1	-0.10833459060000006	P1913
1529.17285	19.2	1	-0.3427026330833334	P1914
1452.10255	16.585	1	0.13390761793333325	P1915
1054.29782	21.888	1	1.1666452114	P1916
104.10526	21.565	1	0.9518010833666666	P1917
756.55297	21.277	1	0.34149034133333334	P1918
144.13829	23.518	1	0.0487875710999999	P1920
931.77153	23.733	1	-0.4366172328333333	P1922
1519.05799	17.116	1	-0.5297059916833332	P1923
237.11664	0.504	1	0.8093266677833333	P1925
385.27416	8.935	1	-0.41271072794999986	P1928
857.73417	22.057	1	0.08257500986666669	P1931
1425.39534	24.876	1	0.7642375259499998	P1932
906.25933	20.601	0	1.24587721395	P1933
1489.10384	17.956	1	0.48046052826666674	P1934
602.58689	24.44	1	0.21887203406666667	P1936
814.68749	22.777	1	0.5396628560000001	P1937
356.35222	24.604	0	1.4781068327499998	P1938
806.56873	16.632	1	0.18370081451666667	P1940
1603.18738	19.138	1	-0.24591430180000004	P1941
1608.10223	17.289	1	-0.8349369525166668	P1942
1574.20391	21.544	1	0.6354651681666666	P1943
687.53242	20.043	1	0.7446835472333333	P1944
908.8639	26.479	1	1.0791972298666668	P1946
282.27957	17.377	0	1.4579160110833334	P1947
627.53476	23.635	1	-0.0013591017333333122	P1948
95.06055	23.654	1	0.636353978	P1949
325.274	15.256	1	-0.7912471218333335	P1951
426.32186	6.598	1	0.5420411665	P1952
784.54851	16.671	1	0.6128493352166666	P1953
634.5386	17.576	1	0.3088370329833333	P1954
754.50486	15.32	1	-0.7039398377000001	P1955
888.87458	24.769	1	0.7145747639999999	P1956
158.15397	22.951	1	0.049673854766666664	P1959
590.58676	22.715	1	0.6448836927166668	P1965
468.39013	9.32	1	-0.39736312843333343	P1969
623.46643	16.985	1	0.6376960548	P1971
219.04754	1.812	1	0.7165731645666666	P1972
252.21765	0.569	1	-0.13091859221666663	P1973
472.3548	14.835	1	-0.5993616840833333	P1975
940.8317	23.925	1	-0.20643823568333328	P1980
663.5748	22.002	1	0.32892341145000004	P1981
628.29268	9.935	0	-1.2504178386166667	P1984
967.84337	23.708	1	-0.7405624508	P1986
800.54373	15.318	1	-1.06820171745	P1987
891.81867	24.958	1	0.3343736074499999	P1989
269.22737	11.134	1	0.28018499909999994	P1991
662.64442	20.153	1	-0.1170156148333334	P1992
980.27846	21.273	0	1.3846025882166666	P1993
230.24838	7.865	0	1.3605558929666666	P1994
1302.0357	16.958	1	-0.02417448548333334	P1995
838.60537	17.709	0	1.3639509732166668	P1997
547.40368	10.99	1	-0.1566279521833333	P1998
1601.06518	16.752	1	0.21879741706666672	P1999
864.64032	21.918	1	0.6963989203666667	P2000
309.22749	22.872	1	0.42859329179999994	P2004
399.34684	20.225	1	0.4299227190833333	P2007
746.50938	17.441	1	0.74028335905	P2008
686.20129	22.471	1	0.5664905388166667	P2009
618.61764	24.638	1	-0.06151405743333337	P2010
818.06046	17.85	1	-0.02384551428333332	P2011
890.81729	25.241	1	0.4058811152833334	P2013
711.54107	16.192	1	-1.0586162919	P2014
1436.23946	20.539	1	0.3725210777333332	P2015
192.13826	23.514	1	0.5626533831499998	P2017
656.50974	16.139	1	0.29288418576666664	P2018
772.61369	20.593	1	-0.7011897537166666	P2019
842.59047	15.533	1	-0.7079731279833333	P2021
408.22949	24.032	1	0.49670015911666665	P2023
658.54016	22.046	1	0.26252727459999997	P2025
979.85153	23.821	1	-1.1673007138166667	P2028
150.02684	20.542	1	-0.016126877616666646	P2029
923.49755	15.006	1	-0.2342123238833333	P2030
730.57451	19.818	1	0.46546978161666663	P2031
915.59632	16.35	1	0.7652715893	P2032
818.58996	15.688	1	0.33914743503333333	P2036
1538.05705	16.434	1	-0.9790854541166667	P2037
738.5067	15.225	1	-0.20729890830000003	P2038
335.25839	15.332	1	-0.8736733981	P2039
106.06517	23.991	1	-0.024707539083333452	P2041
516.30674	9.511	1	-0.5794118268999999	P2042
883.75023	22.15	1	-0.32399492951666664	P2045
598.59193	23.909	1	-0.6907996189666668	P2046
820.60431	16.348	1	-0.29036230921666667	P2048
907.77364	24.988	1	-0.5223728467833333	P2050
862.55848	16.645	1	0.13369026401666667	P2051
178.05818	3.165	1	0.6532786753	P2052
837.61876	21.668	1	0.960810905	P2053
664.45685	19.548	1	1.0853100581500001	P2054
943.84493	24.916	1	-0.7958688067833334	P2056
1635.11852	17.795	1	-0.2514534656333334	P2057
239.14914	24.099	1	0.4967532939666667	P2060
89.07115	23.474	1	1.0722806769666668	P2061
1437.24307	20.539	1	0.7553375714333332	P2062
555.29385	9.227	1	-0.3321228196499999	P2063
774.59993	23.972	1	0.7696638042333332	P2064
500.30474	6.779	1	1.0473075845333333	P2065
772.27378	20.269	1	-0.5058168241833333	P2068
356.31579	24.328	1	-0.6667013289166667	P2069
713.54999	21.393	0	-1.4855501297333333	P2071
929.83616	24.824	1	-1.1821919268833332	P2073
538.42369	13.952	1	-1.02128578225	P2074
814.59483	17.31	1	-0.12815245910000006	P2076
1568.07076	17.151	1	-1.0674930008666665	P2078
1634.11546	17.761	1	-0.7771885561166667	P2080
437.34522	24.502	1	0.6418096965166666	P2081
783.59385	14.302	1	-0.02220300588333335	P2084
508.47248	15.292	1	-1.1429680291	P2085
864.6481	24.571	1	0.3579325612166667	P2088
389.25057	22.251	1	1.1401138464166665	P2091
866.63691	18.325	1	0.0726057457833334	P2092
830.72989	22.867	1	-0.7615902260666667	P2094
649.51913	15.231	1	-0.6960434569833334	P2096
349.21179	11.483	1	-0.7728889921166666	P2099
1600.06142	16.75	1	0.53576177655	P2100
284.33177	16.391	1	-0.059107221249999994	P2104
281.24797	24.393	1	0.7071034384666667	P2106
1627.08481	16.241	1	0.8740073285500001	P2108
686.20146	24.185	1	0.6217644115333334	P2109
537.57002	23.214	1	0.06536155726666662	P2110
526.32847	9.935	1	-1.1559733632833333	P2112
822.62924	21.36	1	-1.0909351465166668	P2114
1514.06057	17.309	1	-0.03009576783333333	P2115
141.00032	24.132	1	0.09154805960000006	P2116
748.58574	19.97	1	1.1960878509	P2117
544.50876	16.481	1	-1.2199338581499999	P2119
731.52249	16.25	1	-0.09453941926666665	P2120
842.62622	18.243	1	-0.6504028295833333	P2121
300.29041	12.282	1	0.1292489282	P2126
879.74211	24.744	1	-0.9259187963	P2128
758.22186	24.257	1	0.9315207766	P2129
192.21751	18.934	1	1.0193075926333333	P2130
916.59172	15.344	1	0.6833369748000001	P2131
304.30022	22.677	1	1.1431038407333332	P2132
168.12305	23.565	1	1.0267295035333335	P2134
813.68603	12.162	1	0.07338229315000011	P2135
581.30941	9.625	1	0.1517805328166667	P2136
602.56184	17.767	1	1.0963545758	P2138
648.42392	11.973	1	-0.5274871140333334	P2139
229.14126	15.226	1	0.8147927157666668	P2141
617.60586	24.178	1	-0.4773629893333333	P2142
310.31104	11.33	1	0.4376222589	P2143
837.69402	22.605	1	0.6159964751666667	P2145
656.58187	22.412	1	0.7599469786833333	P2148
224.18576	22.352	1	-0.12633545255000006	P2149
256.2643	7.782	1	1.0421235984	P2151
545.45632	22.319	1	-0.8541833492666667	P2153
644.63374	20.174	1	-0.2609135935833333	P2156
795.57319	20.272	0	1.4250974068166666	P2157
202.18019	17.127	1	0.45956201229999993	P2161
645.54515	15.711	1	0.30015968680000005	P2162
661.52802	15.666	1	-1.03722766195	P2165
605.3097	9.404	1	0.66987905455	P2166
449.33725	16.415	1	0.16462840645	P2168
138.09131	23.524	0	1.4483368207333336	P2169
341.30511	19.981	1	0.516009735	P2170
488.48253	16.425	1	-0.6310434677166666	P2173
284.26699	24.49	1	0.32744357915000005	P2174
905.51585	14.832	0	-1.4063166502166666	P2178
612.1823	19.695	1	1.0381007150166666	P2179
394.34652	21.978	1	0.1617363569666666	P2180
734.57847	14.935	1	-0.8096468789333333	P2184
1540.11801	16.608	1	-0.41428855770000006	P2185
288.08465	24.335	1	-0.20051972541666657	P2188
830.49452	15.447	1	0.6684643980666667	P2189
215.40915	23.38	0	-1.25360694385	P2191
1570.17899	20.58	0	1.2512542211666666	P2192
360.2215	11.495	1	-0.3409742671	P2193
856.50705	16.609	1	0.30195083694999997	P2194
586.52176	17.207	1	-0.15887091863333336	P2196
776.51938	17.423	1	1.1561545016333334	P2199
388.34205	20.438	1	0.5964205499166667	P2200
408.22948	22.607	1	0.040148099983333393	P2201
845.74243	22.951	1	-0.7220859595166665	P2207
1424.39477	24.873	1	0.747659533	P2208
1253.81046	16.602	1	-0.46280315299999997	P2209
329.24326	13.241	1	-0.23182202393333323	P2210
556.44273	9.565	1	-0.5774750749	P2211
723.51255	23.764	1	0.5456153047166667	P2212
909.73059	23.744	1	0.8129336683833334	P2219
560.31147	10.721	1	-0.3607839671333335	P2222
538.31374	10.711	0	-1.3518891339333332	P2223
389.30476	16.367	1	-1.1158023621333335	P2226
459.24854	10.512	1	-0.9296289642999999	P2227
810.6003	17.579	1	0.2526514417666666	P2228
402.3574	22.755	1	0.9896531284166667	P2229
611.53997	15.271	1	-0.4577748037833333	P2232
303.23263	9.374	1	0.5746276493000001	P2233
802.55833	15.535	1	0.3999278265833334	P2235
940.81522	23.152	1	-0.9847360079333334	P2240
431.27723	6.594	1	0.5289753622833333	P2241
1556.17921	19.204	1	0.35711666633333333	P2243
652.29287	9.995	1	-1.0607254129833332	P2244
1550.18597	16.794	1	-0.2667163831833333	P2245
131.16236	23.873	0	1.2394315342	P2247
895.57593	24.347	1	0.6688496619333333	P2248
